Trojan-Horse,390,Trojan Horse,トロジャホース,トロイホース,トロイの木馬,,
Cartoon-Bunny,391,Cartoon Bunny,カートゥーンバニー,,,,
Cartoon-Demon,392,Cartoon Demon,カートゥーンデーモン,,,,
Yee-haw-Cat,395,Yee-haw Cat,イェーハーキャット,イーハーキャット,イーホウキャット,,
Forcefield-Cat,396,Forcefield Cat,フォースフィールドキャット,,,,
Baby-Puppy,397,Baby Puppy,ベビーパピー,ベイビーパピー,,,
Baby-Piglet,398,Baby Piglet,ベビーピグレット,ベイビーピグレット,,,
Toy-Chest-Mimic,399,Toy Chest Mimic,トイチェストミミック,,,,
Baby-Kitten,400,Baby Kitten,ベビーキトン,ベイビーキトン,,,
Blimp-Dragon,401,Blimp Dragon,ブリンプドラゴン,,,,
Toy-Duck,402,Toy Duck,トイダック,,,,
Librarian-Beaver,403,Librarian Beaver,ライブラリアンビーバー,司書ビーバー,,,
Student-Corgi,404,Student Corgi,スチューデントコーギー,生徒コーギー,,,
Teacher-Cat,405,Teacher Cat,ティーチャーキャット,猫先生,,,
Principal-Anteater,406,Principal Anteater,プリンシパルアンティーター,アリクイ校長,,,
Chad-Bunny,407,Chad Bunny,チャドバニー,,,,
Chad-Elephant,408,Chad Elephant,チャドエレファント,,,,
Coach-Tiger,409,Coach Tiger,コーチタイガー,,,,
